shift_date,store_id,store_name,role,required_staff,actual_staff,work_hours,hourly_rate,daily_wage,staffing_gap,is_understaffed,labor_cost_flag,source_file
2024-01-17,S005,品川店,フロア,1,5,10,1236,61800,4,0,高コスト,shift_styleC.csv
2024-01-18,S001,新宿店,レジ,4,0,7,1265,0,-4,1,通常,shift_styleC.csv
2024-01-18,S001,新宿店,品出し,3,4,9,1226,44136,1,0,通常,shift_styleC.csv
2024-01-18,S001,新宿店,フロア,1,1,8,1281,10248,0,0,通常,shift_styleC.csv
2024-01-18,S002,渋谷店,レジ,2,2,9,1248,22464,0,0,通常,shift_styleC.csv
2024-01-18,S002,渋谷店,品出し,1,0,10,1122,0,-1,1,通常,shift_styleC.csv
2024-01-18,S002,渋谷店,フロア,2,2,10,1007,20140,0,0,通常,shift_styleC.csv
2024-01-18,S003,池袋店,レジ,5,3,6,1115,20070,-2,1,通常,shift_styleC.csv
2024-01-18,S003,池袋店,品出し,1,3,6,1078,19404,2,0,通常,shift_styleC.csv
2024-01-18,S003,池袋店,フロア,4,5,8,1260,50400,1,0,高コスト,shift_styleC.csv
2024-01-18,S004,銀座店,レジ,3,3,9,1241,33507,0,0,通常,shift_styleC.csv
2024-01-18,S004,銀座店,品出し,2,3,10,1074,32220,1,0,通常,shift_styleC.csv
2024-01-18,S004,銀座店,フロア,4,1,10,1260,12600,-3,1,通常,shift_styleC.csv
2024-01-18,S005,品川店,レジ,2,6,6,1141,41076,4,0,通常,shift_styleC.csv
2024-01-18,S005,品川店,品出し,4,2,10,1136,22720,-2,1,通常,shift_styleC.csv
2024-01-18,S005,品川店,フロア,1,2,8,1300,20800,1,0,通常,shift_styleC.csv
2024-01-19,S001,新宿店,レジ,5,5,9,1076,48420,0,0,高コスト,shift_styleC.csv
2024-01-19,S001,新宿店,品出し,4,4,9,1176,42336,0,0,通常,shift_styleC.csv
2024-01-19,S001,新宿店,フロア,3,4,10,1193,47720,1,0,高コスト,shift_styleC.csv
2024-01-19,S002,渋谷店,レジ,4,2,7,1122,15708,-2,1,通常,shift_styleC.csv
2024-01-19,S002,渋谷店,品出し,5,3,7,1210,25410,-2,1,通常,shift_styleC.csv
2024-01-19,S002,渋谷店,フロア,1,2,9,1195,21510,1,0,通常,shift_styleC.csv
2024-01-19,S003,池袋店,レジ,4,5,7,1253,43855,1,0,通常,shift_styleC.csv
2024-01-19,S003,池袋店,品出し,1,1,10,1169,11690,0,0,通常,shift_styleC.csv
2024-01-19,S003,池袋店,フロア,1,6,9,1051,56754,5,0,高コスト,shift_styleC.csv
2024-01-19,S004,銀座店,レジ,5,3,6,1073,19314,-2,1,通常,shift_styleC.csv
2024-01-19,S004,銀座店,品出し,4,6,7,1038,43596,2,0,通常,shift_styleC.csv
2024-01-19,S004,銀座店,フロア,4,6,8,1173,56304,2,0,高コスト,shift_styleC.csv
2024-01-19,S005,品川店,レジ,5,5,9,1041,46845,0,0,高コスト,shift_styleC.csv
2024-01-19,S005,品川店,品出し,3,6,10,1194,71640,3,0,高コスト,shift_styleC.csv
2024-01-19,S005,品川店,フロア,3,5,9,1277,57465,2,0,高コスト,shift_styleC.csv
2024-01-20,S001,新宿店,レジ,1,4,6,1120,26880,3,0,通常,shift_styleC.csv
2024-01-20,S001,新宿店,品出し,3,1,6,1222,7332,-2,1,通常,shift_styleC.csv
2024-01-20,S001,新宿店,フロア,1,6,6,1227,44172,5,0,通常,shift_styleC.csv
2024-01-20,S002,渋谷店,レジ,2,5,8,1014,40560,3,0,通常,shift_styleC.csv
2024-01-20,S002,渋谷店,品出し,1,2,6,1150,13800,1,0,通常,shift_styleC.csv
2024-01-20,S002,渋谷店,フロア,3,2,9,1074,19332,-1,1,通常,shift_styleC.csv
2024-01-20,S003,池袋店,レジ,2,4,9,1289,46404,2,0,高コスト,shift_styleC.csv
2024-01-20,S003,池袋店,品出し,2,1,7,1040,7280,-1,1,通常,shift_styleC.csv
2024-01-20,S003,池袋店,フロア,5,6,9,1123,60642,1,0,高コスト,shift_styleC.csv
2024-01-20,S004,銀座店,レジ,4,4,7,1118,31304,0,0,通常,shift_styleC.csv
2024-01-20,S004,銀座店,品出し,4,5,8,1235,49400,1,0,高コスト,shift_styleC.csv
2024-01-20,S004,銀座店,フロア,3,5,6,1238,37140,2,0,通常,shift_styleC.csv
2024-01-20,S005,品川店,レジ,3,5,10,1080,54000,2,0,高コスト,shift_styleC.csv
2024-01-20,S005,品川店,品出し,1,3,8,1300,31200,2,0,通常,shift_styleC.csv
2024-01-20,S005,品川店,フロア,3,5,9,1128,50760,2,0,高コスト,shift_styleC.csv
