date,store,ingredient_code,ingredient_name,category,purchase_qty,unit_cost,used_qty,waste_qty,purchase_cost,waste_cost,waste_rate,qty_imputed,source_file
2024-01-24,上野店,DY-003,卵(10個),乳製品・卵,15.6,250.0,11.3,4.3,3900.0,1075.0,0.2756,False,05_上野店_仕入_202401.csv
2024-01-25,上野店,MT-003,牛切り落とし,肉類,5.6,2000.0,4.2,1.4,11200.0,2800.0,0.25,False,05_上野店_仕入_202401.csv
2024-01-25,上野店,SE-003,みりん(L),調味料・油,7.2,600.0,6.5,0.7,4320.0,420.0,0.0972,False,05_上野店_仕入_202401.csv
2024-01-25,上野店,FS-001,鮭,魚介類,16.4,1500.0,12.6,3.8,24600.0,5700.0,0.2317,False,05_上野店_仕入_202401.csv
2024-01-25,上野店,SE-001,醤油(L),調味料・油,6.6,400.0,4.8,1.8,2640.0,720.0,0.2727,False,05_上野店_仕入_202401.csv
2024-01-26,上野店,MT-002,豚バラ,肉類,9.2,1200.0,7.0,2.2,11040.0,2640.0,0.2391,False,05_上野店_仕入_202401.csv
2024-01-26,上野店,SE-003,みりん(L),調味料・油,9.2,600.0,6.5,2.7,5520.0,1620.0,0.2935,False,05_上野店_仕入_202401.csv
2024-01-26,上野店,VG-004,トマト,野菜・果物,13.5,300.0,12.1,1.4,4050.0,420.0,0.1037,False,05_上野店_仕入_202401.csv
2024-01-26,上野店,VG-003,玉ねぎ,野菜・果物,18.5,150.0,16.9,1.6,2775.0,240.0,0.0865,False,05_上野店_仕入_202401.csv
2024-01-29,上野店,DY-001,牛乳(L),乳製品・卵,6.1,200.0,4.3,1.8,1220.0,360.0,0.2951,False,05_上野店_仕入_202401.csv
2024-01-29,上野店,SE-003,みりん(L),調味料・油,7.5,600.0,6.4,1.1,4500.0,660.0,0.1467,False,05_上野店_仕入_202401.csv
2024-01-29,上野店,FS-004,アジ,魚介類,4.3,800.0,3.8,0.5,3440.0,400.0,0.1163,False,05_上野店_仕入_202401.csv
2024-01-29,上野店,FS-001,鮭,魚介類,15.1,1500.0,12.2,2.9,22650.0,4350.0,0.1921,False,05_上野店_仕入_202401.csv
2024-01-30,上野店,MT-004,鶏むね肉,肉類,11.5,600.0,10.2,1.3,6900.0,780.0,0.113,False,05_上野店_仕入_202401.csv
2024-01-30,上野店,VG-005,レタス,野菜・果物,15.5,200.0,12.0,3.5,3100.0,700.0,0.2258,False,05_上野店_仕入_202401.csv
2024-01-30,上野店,DY-003,卵(10個),乳製品・卵,6.3,250.0,5.2,1.1,1575.0,275.0,0.1746,False,05_上野店_仕入_202401.csv
2024-01-30,上野店,DY-002,バター(250g),乳製品・卵,12.5,450.0,10.0,2.5,5625.0,1125.0,0.2,False,05_上野店_仕入_202401.csv
2024-01-31,上野店,VG-004,トマト,野菜・果物,18.4,300.0,14.0,4.4,5520.0,1320.0,0.2391,False,05_上野店_仕入_202401.csv
2024-01-31,上野店,FS-004,アジ,魚介類,14.2,800.0,11.8,2.4,11360.0,1920.0,0.169,False,05_上野店_仕入_202401.csv
2024-01-31,上野店,VG-002,にんじん,野菜・果物,16.3,180.0,15.3,1.0,2934.0,180.0,0.0613,False,05_上野店_仕入_202401.csv
2024-01-31,上野店,VG-001,キャベツ,野菜・果物,18.5,120.0,17.5,1.0,2220.0,120.0,0.0541,False,05_上野店_仕入_202401.csv
