driver_id,name,office,work_date,departure_time,return_time,break_hours,distance_km,operation_type,confinement_hours,work_hours,confinement_over_flag,work_over_flag,violation_flag,source_file
DRV014,ドライバー14,大阪営業所,2024-01-11,07:15,21:01,1.6,383.0,長距離,13.77,12.17,True,True,違反,driver_202401_styleC.csv
DRV012,ドライバー12,名古屋営業所,2024-01-24,08:45,21:54,1.4,391.6,長距離,13.15,11.75,True,True,違反,driver_202401_styleC.csv
DRV018,ドライバー18,名古屋営業所,2024-01-21,10:00,00:06,1.9,342.0,長距離,14.1,12.2,True,True,違反,driver_202401_styleC.csv
DRV018,ドライバー18,名古屋営業所,2024-01-24,06:00,20:13,1.8,489.5,長距離,14.22,12.42,True,True,違反,driver_202401_styleC.csv
DRV027,ドライバー27,名古屋営業所,2024-01-13,10:15,22:52,1.2,208.7,中距離,12.62,11.42,False,True,違反,driver_202401_styleC.csv
DRV018,ドライバー18,名古屋営業所,2024-01-25,07:30,18:04,1.4,217.9,中距離,10.57,9.17,False,True,違反,driver_202401_styleC.csv
DRV028,ドライバー28,東京営業所,2024-01-15,10:00,20:35,1.1,232.5,中距離,10.58,9.48,False,True,違反,driver_202401_styleC.csv
DRV028,ドライバー28,東京営業所,2024-01-20,07:15,16:35,0.6,96.4,市内配送,9.33,8.73,False,False,正常,driver_202401_styleC.csv
DRV022,ドライバー22,東京営業所,2024-01-05,09:30,17:37,0.9,46.2,市内配送,8.12,7.22,False,False,正常,driver_202401_styleC.csv
DRV009,ドライバー09,名古屋営業所,2024-01-02,07:30,18:03,1.4,276.3,中距離,10.55,9.15,False,True,違反,driver_202401_styleC.csv
DRV002,ドライバー02,大阪営業所,2024-01-11,06:30,17:00,0.6,68.1,市内配送,10.5,9.9,False,True,違反,driver_202401_styleC.csv
DRV006,ドライバー06,名古屋営業所,2024-01-13,08:00,19:03,1.0,281.4,中距離,11.05,10.05,False,True,違反,driver_202401_styleC.csv
DRV017,ドライバー17,大阪営業所,2024-01-27,08:45,20:55,1.4,101.3,中距離,12.17,10.77,False,True,違反,driver_202401_styleC.csv
DRV029,ドライバー29,大阪営業所,2024-01-06,07:00,20:17,1.3,345.1,長距離,13.28,11.98,True,True,違反,driver_202401_styleC.csv
DRV006,ドライバー06,名古屋営業所,2024-01-23,06:15,16:54,1.0,122.7,中距離,10.65,9.65,False,True,違反,driver_202401_styleC.csv
DRV022,ドライバー22,東京営業所,2024-01-07,10:15,21:50,1.1,148.7,中距離,11.58,10.48,False,True,違反,driver_202401_styleC.csv
DRV005,ドライバー05,大阪営業所,2024-01-06,07:00,19:33,0.9,133.3,中距離,12.55,11.65,False,True,違反,driver_202401_styleC.csv
DRV030,ドライバー30,名古屋営業所,2024-01-31,09:00,23:11,1.7,546.4,長距離,14.18,12.48,True,True,違反,driver_202401_styleC.csv
DRV003,ドライバー03,名古屋営業所,2024-01-20,09:45,22:10,1.8,480.3,長距離,12.42,10.62,False,True,違反,driver_202401_styleC.csv
DRV026,ドライバー26,大阪営業所,2024-01-25,07:30,17:10,1.3,284.5,中距離,9.67,8.37,False,False,正常,driver_202401_styleC.csv
DRV020,ドライバー20,大阪営業所,2024-01-08,09:45,19:16,0.8,204.5,中距離,9.52,8.72,False,False,正常,driver_202401_styleC.csv
DRV030,ドライバー30,名古屋営業所,2024-01-14,07:00,16:42,1.4,220.0,中距離,9.7,8.3,False,False,正常,driver_202401_styleC.csv
DRV029,ドライバー29,大阪営業所,2024-01-17,06:00,15:26,0.6,72.2,市内配送,9.43,8.83,False,False,正常,driver_202401_styleC.csv
DRV027,ドライバー27,名古屋営業所,2024-01-31,09:45,22:40,1.0,458.9,長距離,12.92,11.92,False,True,違反,driver_202401_styleC.csv
DRV008,ドライバー08,大阪営業所,2024-01-16,09:30,19:16,0.9,83.3,市内配送,9.77,8.87,False,False,正常,driver_202401_styleC.csv
DRV023,ドライバー23,大阪営業所,2024-01-14,07:30,18:24,0.9,271.8,中距離,10.9,10.0,False,True,違反,driver_202401_styleC.csv
DRV010,ドライバー10,東京営業所,2024-01-18,09:30,19:15,1.3,257.9,中距離,9.75,8.45,False,False,正常,driver_202401_styleC.csv
DRV019,ドライバー19,東京営業所,2024-01-17,06:45,18:22,1.3,163.2,中距離,11.62,10.32,False,True,違反,driver_202401_styleC.csv
DRV012,ドライバー12,名古屋営業所,2024-01-14,10:30,23:09,1.5,469.4,長距離,12.65,11.15,False,True,違反,driver_202401_styleC.csv
DRV020,ドライバー20,大阪営業所,2024-01-22,09:15,19:54,1.3,196.5,中距離,10.65,9.35,False,True,違反,driver_202401_styleC.csv
DRV012,ドライバー12,名古屋営業所,2024-01-16,08:30,19:48,1.3,179.6,中距離,11.3,10.0,False,True,違反,driver_202401_styleC.csv
DRV005,ドライバー05,大阪営業所,2024-01-22,06:15,15:35,0.8,41.3,市内配送,9.33,8.53,False,False,正常,driver_202401_styleC.csv
DRV007,ドライバー07,東京営業所,2024-01-26,08:00,17:38,1.5,101.1,中距離,9.63,8.13,False,False,正常,driver_202401_styleC.csv
DRV003,ドライバー03,名古屋営業所,2024-01-16,10:45,19:00,0.6,56.0,市内配送,8.25,7.65,False,False,正常,driver_202401_styleC.csv
DRV020,ドライバー20,大阪営業所,2024-01-13,09:30,23:16,1.6,583.7,長距離,13.77,12.17,True,True,違反,driver_202401_styleC.csv
DRV027,ドライバー27,名古屋営業所,2024-01-16,09:00,21:30,1.7,541.2,長距離,12.5,10.8,False,True,違反,driver_202401_styleC.csv
DRV010,ドライバー10,東京営業所,2024-01-26,10:15,23:47,1.7,407.9,長距離,13.53,11.83,True,True,違反,driver_202401_styleC.csv
DRV021,ドライバー21,名古屋営業所,2024-01-06,06:30,20:26,1.4,418.5,長距離,13.93,12.53,True,True,違反,driver_202401_styleC.csv
DRV019,ドライバー19,東京営業所,2024-01-01,06:00,19:22,1.7,467.7,長距離,13.37,11.67,True,True,違反,driver_202401_styleC.csv
DRV019,ドライバー19,東京営業所,2024-01-31,08:15,19:40,0.9,285.9,中距離,11.42,10.52,False,True,違反,driver_202401_styleC.csv
DRV019,ドライバー19,東京営業所,2024-01-06,09:00,22:23,1.5,402.0,長距離,13.38,11.88,True,True,違反,driver_202401_styleC.csv
